hash,added,accepted,content_type,name,id,map,placename,position,ingame_xy,data
34b09f62d6be3574727d7d4add47321f66744142,2016-12-25 01:35:05,0,Gathering,Mineral Deposit,30791,22,44,"{""map"":{""id"":22,""folder"":""w1f3\/00"",""path"":""w1f3\/w1f3.00.png"",""region"":24,""placename"":44,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":41,""hierarchy"":1,""territory_id"":145,""patch"":0},""position"":{""x"":-289.1,""y"":-58.8,""z"":-28.4},""ingame"":{""x"":15.7,""y"":20.3},""coordinates"":{""x"":15.891772460937,""y"":20.55849609375}}","15.7,20.3",[]
34ca55b9a190845bc7c5ebf77707ef7a7697778a,2016-11-14 12:16:04,0,Gathering,Lush Vegetation Patch,31061,211,2200,"{""map"":{""id"":211,""folder"":""r2f1\/00"",""path"":""r2f1\/r2f1.00.png"",""region"":25,""placename"":2200,""zone"":0,""size_factor"":95,""offset_x"":0,""offset_y"":0,""map_marker_range"":161,""hierarchy"":1,""territory_id"":397,""patch"":0},""position"":{""x"":489.4,""y"":646.9,""z"":199.5},""ingame"":{""x"":32.4,""y"":35.5},""coordinates"":{""x"":32.759146278783,""y"":35.950674599095}}","32.4,35.5",[]
34d4d0ed765142cced10dbd29165a77f066c4374,2016-12-23 00:09:45,0,Gathering,Mineral Deposit,30951,53,63,"{""map"":{""id"":53,""folder"":""r1f1\/00"",""path"":""r1f1\/r1f1.00.png"",""region"":25,""placename"":63,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":102,""hierarchy"":1,""territory_id"":155,""patch"":0},""position"":{""x"":-812.2,""y"":-203.8,""z"":245.3},""ingame"":{""x"":5.2,""y"":17.4},""coordinates"":{""x"":5.291845703125,""y"":17.620263671875}}","5.2,17.4",[]
34f1c46f31891b541a32af479888c9cd6484ea87,2016-12-20 21:58:37,0,Gathering,Mature Tree,30237,4,54,"{""map"":{""id"":4,""folder"":""f1f1\/00"",""path"":""f1f1\/f1f1.00.png"",""region"":23,""placename"":54,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":5,""hierarchy"":1,""territory_id"":148,""patch"":0},""position"":{""x"":-71.7,""y"":-52.8,""z"":-4.6},""ingame"":{""x"":20.1,""y"":20.4},""coordinates"":{""x"":20.297094726562,""y"":20.680078125}}","20.1,20.4",[]
34f79c16a060a0e9e6616fc0ae67e1435039f21b,2017-12-07 19:56:06,0,Gathering,Arbre Mature,32242,369,2408,"{""map"":{""id"":369,""folder"":""g3f3\/00"",""path"":""g3f3\/g3f3.00.png"",""region"":2400,""placename"":2408,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":279,""hierarchy"":1,""territory_id"":621,""patch"":36},""position"":{""x"":396.3,""y"":-663.1,""z"":25.4},""ingame"":{""x"":29.4,""y"":8.2},""coordinates"":{""x"":29.780493164062,""y"":8.3131591796875}}","29.4,8.2",[]
351c5bf4452f8914c778b533d67a570821fbeea3,2016-12-31 22:55:17,0,Gathering,Rocky Outcrop,30553,16,31,"{""map"":{""id"":16,""folder"":""s1f2\/00"",""path"":""s1f2\/s1f2.00.png"",""region"":22,""placename"":31,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":75,""hierarchy"":1,""territory_id"":135,""patch"":0},""position"":{""x"":12.4,""y"":657.9,""z"":37.5},""ingame"":{""x"":21.7,""y"":34.7},""coordinates"":{""x"":22.00126953125,""y"":35.081469726563}}","21.7,34.7",[]
3525eb64cca29e96c95460283d179a01219f32c7,2016-12-25 23:25:10,0,Gathering,Mineral Deposit,30722,20,42,"{""map"":{""id"":20,""folder"":""w1f1\/00"",""path"":""w1f1\/w1f1.00.png"",""region"":24,""placename"":42,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":40,""hierarchy"":1,""territory_id"":140,""patch"":0},""position"":{""x"":-147.8,""y"":240.6,""z"":58.2},""ingame"":{""x"":18.5,""y"":26.3},""coordinates"":{""x"":18.755029296875,""y"":26.625439453125}}","18.5,26.3",[]
3539cb8039e9569f155d57cfd4825a808207811b,2017-11-10 15:34:59,0,Gathering,Filon De Minerai,32122,369,2408,"{""map"":{""id"":369,""folder"":""g3f3\/00"",""path"":""g3f3\/g3f3.00.png"",""region"":2400,""placename"":2408,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":279,""hierarchy"":1,""territory_id"":621,""patch"":36},""position"":{""x"":-344.3,""y"":-160.6,""z"":-322.8},""ingame"":{""x"":14.6,""y"":18.3},""coordinates"":{""x"":14.773217773438,""y"":18.495654296875}}","14.6,18.3",[]
35547b4cddcb08dbc37111161300956566ca2d8c,2016-12-25 22:42:19,0,Gathering,Mineral Deposit,31052,7,57,"{""map"":{""id"":7,""folder"":""f1f4\/00"",""path"":""f1f4\/f1f4.00.png"",""region"":23,""placename"":57,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":8,""hierarchy"":1,""territory_id"":154,""patch"":0},""position"":{""x"":239.3,""y"":85.4,""z"":-10.8},""ingame"":{""x"":26.3,""y"":23.2},""coordinates"":{""x"":26.599096679687,""y"":23.480517578125}}","26.3,23.2",[]
356d5ba71879bb18b201b79286616d3d30d769f8,2016-12-26 12:56:48,0,Gathering,Mineral Deposit,31290,213,2001,"{""map"":{""id"":213,""folder"":""d2f2\/00"",""path"":""d2f2\/d2f2.00.png"",""region"":498,""placename"":2001,""zone"":0,""size_factor"":95,""offset_x"":0,""offset_y"":0,""map_marker_range"":163,""hierarchy"":1,""territory_id"":399,""patch"":0},""position"":{""x"":225.6,""y"":5.8,""z"":76.7},""ingame"":{""x"":27.1,""y"":22.7},""coordinates"":{""x"":27.413589638158,""y"":22.959634560033}}","27.1,22.7",[]
357b10a5f9d7da70ddc2be83aa7825d3d753e2f1,2017-12-07 19:26:26,0,Gathering,Arbre Mature,32237,367,2406,"{""map"":{""id"":367,""folder"":""g3f1\/00"",""path"":""g3f1\/g3f1.00.png"",""region"":2400,""placename"":2406,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":277,""hierarchy"":1,""territory_id"":612,""patch"":36},""position"":{""x"":-674.7,""y"":347.6,""z"":44.1},""ingame"":{""x"":8,""y"":28.5},""coordinates"":{""x"":8.0781005859375,""y"":28.79365234375}}","8,28.5",[]
35e4c0b0781495ceb6737ac73067f38d263b7aac,2016-12-22 23:00:19,0,Gathering,Lush Vegetation Patch,30039,4,54,"{""map"":{""id"":4,""folder"":""f1f1\/00"",""path"":""f1f1\/f1f1.00.png"",""region"":23,""placename"":54,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":5,""hierarchy"":1,""territory_id"":148,""patch"":0},""position"":{""x"":-2.7,""y"":91.3,""z"":-5.7},""ingame"":{""x"":21.4,""y"":23.3},""coordinates"":{""x"":21.695288085937,""y"":23.600073242187}}","21.4,23.3",[]
35fe728fbc423befd944baeb53a7262754e6feef,2016-11-15 17:09:26,0,Gathering,Mature Tree,31164,213,2001,"{""map"":{""id"":213,""folder"":""d2f2\/00"",""path"":""d2f2\/d2f2.00.png"",""region"":498,""placename"":2001,""zone"":0,""size_factor"":95,""offset_x"":0,""offset_y"":0,""map_marker_range"":163,""hierarchy"":1,""territory_id"":399,""patch"":0},""position"":{""x"":110.3,""y"":-57,""z"":69.7},""ingame"":{""x"":24.8,""y"":21.4},""coordinates"":{""x"":25.07718827097,""y"":21.687075966283}}","24.8,21.4",[]
36334d2f753bb2a5bc55634ba541df1d23f95a7b,2017-12-07 19:42:20,0,Gathering,Carrière De Pierre,32066,368,2407,"{""map"":{""id"":368,""folder"":""g3f2\/00"",""path"":""g3f2\/g3f2.00.png"",""region"":2400,""placename"":2407,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":278,""hierarchy"":1,""territory_id"":620,""patch"":36},""position"":{""x"":84.7,""y"":550.8,""z"":296},""ingame"":{""x"":23.2,""y"":32.5},""coordinates"":{""x"":23.466333007813,""y"":32.91123046875}}","23.2,32.5",[]
3637612278233dc0824145d2207286f27139e222,2017-11-10 16:31:51,0,Gathering,Filon De Minerai,32163,354,2410,"{""map"":{""id"":354,""folder"":""e3f2\/00"",""path"":""e3f2\/e3f2.00.png"",""region"":2401,""placename"":2410,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":282,""hierarchy"":1,""territory_id"":614,""patch"":32},""position"":{""x"":893.1,""y"":-143.3,""z"":141.6},""ingame"":{""x"":39.4,""y"":18.6},""coordinates"":{""x"":39.847485351562,""y"":18.846215820313}}","39.4,18.6",[]
365a379ca5f38045fab2f682f3be304ae58f1a54,2016-12-25 03:27:38,0,Gathering,Lush Vegetation Patch,30657,25,67,"{""map"":{""id"":25,""folder"":""l1f1\/01"",""path"":""l1f1\/l1f1.01.png"",""region"":26,""placename"":67,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":108,""hierarchy"":1,""territory_id"":156,""patch"":0},""position"":{""x"":111.1,""y"":-457.4,""z"":-11.9},""ingame"":{""x"":23.7,""y"":12.3},""coordinates"":{""x"":24.001293945312,""y"":12.481396484375}}","23.7,12.3",[]
366665ed8e80c0845e0c485f876e3a5110ab4170,2016-11-14 20:44:48,0,Gathering,Rocky Outcrop,31336,211,2200,"{""map"":{""id"":211,""folder"":""r2f1\/00"",""path"":""r2f1\/r2f1.00.png"",""region"":25,""placename"":2200,""zone"":0,""size_factor"":95,""map_marker_range"":161,""hierarchy"":1,""territory_id"":397,""patch"":0},""position"":{""x"":-414.1,""y"":-447.8,""z"":92.5},""ingame"":{""x"":14.3,""y"":13.6},""coordinates"":{""x"":14.45091873972,""y"":13.768032997533}}","14.3,13.6",[]
366875495380c340adb793182c25008c6547147b,2017-12-07 19:26:26,0,Gathering,Carré De Végétation,32217,367,2406,"{""map"":{""id"":367,""folder"":""g3f1\/00"",""path"":""g3f1\/g3f1.00.png"",""region"":2400,""placename"":2406,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":277,""hierarchy"":1,""territory_id"":612,""patch"":36},""position"":{""x"":-523.9,""y"":174.1,""z"":58.9},""ingame"":{""x"":11,""y"":25},""coordinates"":{""x"":11.133862304688,""y"":25.277905273437}}","11,25",[]
366cb28de44083b95fd3d2e3138531587048cbe6,2016-12-25 01:39:16,0,Gathering,Mineral Deposit,30795,22,44,"{""map"":{""id"":22,""folder"":""w1f3\/00"",""path"":""w1f3\/w1f3.00.png"",""region"":24,""placename"":44,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":41,""hierarchy"":1,""territory_id"":145,""patch"":0},""position"":{""x"":-559.7,""y"":77.1,""z"":-14.4},""ingame"":{""x"":10.3,""y"":23},""coordinates"":{""x"":10.408422851562,""y"":23.312329101562}}","10.3,23",[]
367bbf6ef434437371d7b4e473474ee91c48774f,2016-11-14 12:16:11,0,Gathering,Mineral Deposit,31187,211,2200,"{""map"":{""id"":211,""folder"":""r2f1\/00"",""path"":""r2f1\/r2f1.00.png"",""region"":25,""placename"":2200,""zone"":0,""size_factor"":95,""offset_x"":0,""offset_y"":0,""map_marker_range"":161,""hierarchy"":1,""territory_id"":397,""patch"":0},""position"":{""x"":509.3,""y"":565.2,""z"":192.9},""ingame"":{""x"":32.8,""y"":33.9},""coordinates"":{""x"":33.162393349095,""y"":34.295132606908}}","32.8,33.9",[]
36bfd867f36c2d83223ce8b3fe78f7578c945bec,2016-12-20 21:57:48,0,Gathering,Rocky Outcrop,30463,19,34,"{""map"":{""id"":19,""folder"":""s1f5\/00"",""path"":""s1f5\/s1f5.00.png"",""region"":22,""placename"":34,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":78,""hierarchy"":1,""territory_id"":139,""patch"":0},""position"":{""x"":-455.7,""y"":37.9,""z"":-1.3},""ingame"":{""x"":12.4,""y"":22.3},""coordinates"":{""x"":12.515844726562,""y"":22.517993164063}}","12.4,22.3",[]
36c77e7a12ba4f5d7795078b58cf88c44c26371f,2017-12-07 19:40:23,0,Gathering,Carré De Végétation,32230,368,2407,"{""map"":{""id"":368,""folder"":""g3f2\/00"",""path"":""g3f2\/g3f2.00.png"",""region"":2400,""placename"":2407,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":278,""hierarchy"":1,""territory_id"":620,""patch"":36},""position"":{""x"":-402.4,""y"":-372,""z"":95.3},""ingame"":{""x"":13.4,""y"":14.1},""coordinates"":{""x"":13.5958984375,""y"":14.2119140625}}","13.4,14.1",[]
36dade268e7bdf88ac3fb4ba33ca40b931766ef1,2017-11-10 16:39:23,0,Gathering,Arbre Mature,32241,367,2406,"{""map"":{""id"":367,""folder"":""g3f1\/00"",""path"":""g3f1\/g3f1.00.png"",""region"":2400,""placename"":2406,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":277,""hierarchy"":1,""territory_id"":612,""patch"":36},""position"":{""x"":-560.7,""y"":439.5,""z"":37},""ingame"":{""x"":10.3,""y"":30.3},""coordinates"":{""x"":10.388159179687,""y"":30.655883789062}}","10.3,30.3",[]
36dc8232a7e893d73180e8a4429c4a642a61daf3,2016-12-25 03:22:14,0,Gathering,Mineral Deposit,30452,25,67,"{""map"":{""id"":25,""folder"":""l1f1\/01"",""path"":""l1f1\/l1f1.01.png"",""region"":26,""placename"":67,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":108,""hierarchy"":1,""territory_id"":156,""patch"":0},""position"":{""x"":-353.7,""y"":-321.7,""z"":-15.8},""ingame"":{""x"":14.4,""y"":15.1},""coordinates"":{""x"":14.582739257812,""y"":15.231176757812}}","14.4,15.1",[]
36e2ce5627a3b3074151018c173fb16338d675a9,2016-12-22 23:55:02,0,Gathering,Mineral Deposit,30504,53,63,"{""map"":{""id"":53,""folder"":""r1f1\/00"",""path"":""r1f1\/r1f1.00.png"",""region"":25,""placename"":63,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":102,""hierarchy"":1,""territory_id"":155,""patch"":0},""position"":{""x"":149,""y"":-41.5,""z"":277},""ingame"":{""x"":24.5,""y"":20.7},""coordinates"":{""x"":24.769287109375,""y"":20.909057617188}}","24.5,20.7",[]
36fe81141707c0a444db040137f03987666e3a3d,2016-12-22 23:28:19,0,Gathering,Mature Tree,30988,21,43,"{""map"":{""id"":21,""folder"":""w1f2\/00"",""path"":""w1f2\/w1f2.00.png"",""region"":24,""placename"":43,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":39,""hierarchy"":1,""territory_id"":141,""patch"":0},""position"":{""x"":411,""y"":-153.9,""z"":-16.3},""ingame"":{""x"":29.7,""y"":18.4},""coordinates"":{""x"":30.078369140625,""y"":18.631420898438}}","29.7,18.4",[]
3712f9f06ad61b41aaeb159fe6e09feaa14ac516,2017-11-10 14:42:18,0,Gathering,Mature Tree,32197,367,2406,"{""map"":{""id"":367,""folder"":""g3f1\/00"",""path"":""g3f1\/g3f1.00.png"",""region"":2400,""placename"":2406,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":277,""hierarchy"":1,""territory_id"":612,""patch"":36},""position"":{""x"":-542.4,""y"":-254.2,""z"":99.9},""ingame"":{""x"":10.6,""y"":16.4},""coordinates"":{""x"":10.758984375,""y"":16.598974609375}}","10.6,16.4",[]
37144f186635724f69c671aa616fadf1b2c5d48f,2016-11-15 17:03:18,0,Gathering,Mineral Deposit,31264,215,2100,"{""map"":{""id"":215,""folder"":""a2f1\/00"",""path"":""a2f1\/a2f1.00.png"",""region"":497,""placename"":2100,""zone"":0,""size_factor"":95,""offset_x"":0,""offset_y"":0,""map_marker_range"":165,""hierarchy"":1,""territory_id"":401,""patch"":0},""position"":{""x"":-315.3,""y"":459.1,""z"":-186},""ingame"":{""x"":16.3,""y"":31.8},""coordinates"":{""x"":16.45296952097,""y"":32.14515702097}}","16.3,31.8",[]
37366a4c55f818b05cf572d61d124345f73789b6,2016-12-20 22:00:05,0,Gathering,Mature Tree,30215,4,54,"{""map"":{""id"":4,""folder"":""f1f1\/00"",""path"":""f1f1\/f1f1.00.png"",""region"":23,""placename"":54,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":5,""hierarchy"":1,""territory_id"":148,""patch"":0},""position"":{""x"":75.4,""y"":275.4,""z"":-24.1},""ingame"":{""x"":23,""y"":27},""coordinates"":{""x"":23.277880859375,""y"":27.330615234375}}","23,27",[]
376b078c7e23541383080b043e2d10df1edae233,2016-12-25 22:41:00,0,Gathering,Mature Tree,30019,7,57,"{""map"":{""id"":7,""folder"":""f1f4\/00"",""path"":""f1f4\/f1f4.00.png"",""region"":23,""placename"":57,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":8,""hierarchy"":1,""territory_id"":154,""patch"":0},""position"":{""x"":234.2,""y"":265.3,""z"":-22.8},""ingame"":{""x"":26.2,""y"":26.8},""coordinates"":{""x"":26.495751953125,""y"":27.125952148437}}","26.2,26.8",[]
376fb0254c434ec8325571da260382070a0d3551,2016-12-25 22:42:00,0,Gathering,Mature Tree,30024,7,57,"{""map"":{""id"":7,""folder"":""f1f4\/00"",""path"":""f1f4\/f1f4.00.png"",""region"":23,""placename"":57,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":8,""hierarchy"":1,""territory_id"":154,""patch"":0},""position"":{""x"":277.8,""y"":172.5,""z"":-25.2},""ingame"":{""x"":27.1,""y"":25},""coordinates"":{""x"":27.379248046875,""y"":25.245483398438}}","27.1,25",[]
37bffafada634fe50aac0adae8efa06d99b67b7c,2017-12-07 20:03:12,0,Gathering,Arbre Mature,32118,369,2408,"{""map"":{""id"":369,""folder"":""g3f3\/00"",""path"":""g3f3\/g3f3.00.png"",""region"":2400,""placename"":2408,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":279,""hierarchy"":1,""territory_id"":621,""patch"":36},""position"":{""x"":257.1,""y"":385.1,""z"":-282.5},""ingame"":{""x"":26.6,""y"":29.2},""coordinates"":{""x"":26.959790039062,""y"":29.553540039062}}","26.6,29.2",[]
37c3d9d87203a62e7edac295ff40ed7b706ed594,2017-12-07 20:28:12,0,Gathering,Filon De Minerai,32299,371,2409,"{""map"":{""id"":371,""folder"":""e3f1\/00"",""path"":""e3f1\/e3f1.00.png"",""region"":2401,""placename"":2409,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":281,""hierarchy"":1,""territory_id"":613,""patch"":36},""position"":{""x"":-277.8,""y"":721.7,""z"":2.1},""ingame"":{""x"":15.9,""y"":35.9},""coordinates"":{""x"":16.120751953125,""y"":36.374291992188}}","15.9,35.9",[]
3822d3143af5f4d703f030b3784ad087e91b6d72,2016-12-20 21:58:40,0,Gathering,Mature Tree,30230,4,54,"{""map"":{""id"":4,""folder"":""f1f1\/00"",""path"":""f1f1\/f1f1.00.png"",""region"":23,""placename"":54,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":5,""hierarchy"":1,""territory_id"":148,""patch"":0},""position"":{""x"":60,""y"":89.5,""z"":-5.8},""ingame"":{""x"":22.7,""y"":23.3},""coordinates"":{""x"":22.9658203125,""y"":23.563598632812}}","22.7,23.3",[]
3824edb696b3fa8ff41d27c78fd4e560c5521c21,2016-12-26 12:04:30,0,Gathering,Mature Tree,31698,214,2002,"{""map"":{""id"":214,""folder"":""d2f3\/00"",""path"":""d2f3\/d2f3.00.png"",""region"":498,""placename"":2002,""zone"":0,""size_factor"":95,""offset_x"":0,""offset_y"":0,""map_marker_range"":164,""hierarchy"":1,""territory_id"":400,""patch"":0},""position"":{""x"":450.9,""y"":357,""z"":19.9},""ingame"":{""x"":31.6,""y"":29.7},""coordinates"":{""x"":31.978994911595,""y"":30.076236122533}}","31.6,29.7",[]
3834561a6cc4a8f91ca49d05edc110d25b7e357d,2016-12-22 23:55:40,0,Gathering,Mineral Deposit,30908,53,63,"{""map"":{""id"":53,""folder"":""r1f1\/00"",""path"":""r1f1\/r1f1.00.png"",""region"":25,""placename"":63,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":102,""hierarchy"":1,""territory_id"":155,""patch"":0},""position"":{""x"":135.1,""y"":29.6,""z"":284.3},""ingame"":{""x"":24.2,""y"":22.1},""coordinates"":{""x"":24.487622070312,""y"":22.3498046875}}","24.2,22.1",[]
3835923f5cea6d0fa420ffa3fe4928b10d7f8b42,2016-12-23 00:06:26,0,Gathering,Mature Tree,30625,53,63,"{""map"":{""id"":53,""folder"":""r1f1\/00"",""path"":""r1f1\/r1f1.00.png"",""region"":25,""placename"":63,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":102,""hierarchy"":1,""territory_id"":155,""patch"":0},""position"":{""x"":-343.2,""y"":-95.7,""z"":255.4},""ingame"":{""x"":14.6,""y"":19.6},""coordinates"":{""x"":14.7955078125,""y"":19.810766601562}}","14.6,19.6",[]
38425404d3dee5088a46bba2a98a9eac71aa82a0,2017-11-10 16:22:55,0,Gathering,Carrière De Pierre,32017,354,2410,"{""map"":{""id"":354,""folder"":""e3f2\/00"",""path"":""e3f2\/e3f2.00.png"",""region"":2401,""placename"":2410,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":282,""hierarchy"":1,""territory_id"":614,""patch"":32},""position"":{""x"":426.2,""y"":319.8,""z"":20.3},""ingame"":{""x"":30,""y"":27.9},""coordinates"":{""x"":30.386376953125,""y"":28.230322265625}}","30,27.9",[]
385b2041cf3cebbffcd4c510e2f8583b508e5a67,2017-11-10 14:48:08,0,Gathering,Carrière De Pierre,32158,371,2409,"{""map"":{""id"":371,""folder"":""e3f1\/00"",""path"":""e3f1\/e3f1.00.png"",""region"":2401,""placename"":2409,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":281,""hierarchy"":1,""territory_id"":613,""patch"":36},""position"":{""x"":-541.1,""y"":-238.4,""z"":-101},""ingame"":{""x"":10.7,""y"":16.7},""coordinates"":{""x"":10.785327148437,""y"":16.919140625}}","10.7,16.7",[]
38c24ab2752f0734190decfc207558528d2f15fe,2016-12-25 00:47:16,0,Gathering,Mineral Deposit,30889,17,32,"{""map"":{""id"":17,""folder"":""s1f3\/00"",""path"":""s1f3\/s1f3.00.png"",""region"":22,""placename"":32,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":76,""hierarchy"":1,""territory_id"":137,""patch"":0},""position"":{""x"":551.1,""y"":205.3,""z"":9.3},""ingame"":{""x"":32.5,""y"":25.6},""coordinates"":{""x"":32.917309570312,""y"":25.910131835937}}","32.5,25.6",[]
391d468d03344f81780044a1f731ba9774356e1c,2016-11-13 06:15:34,0,Gathering,Mature Tree,30042,5,55,"{""map"":{""id"":5,""folder"":""f1f2\/00"",""path"":""f1f2\/f1f2.00.png"",""region"":23,""placename"":55,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":6,""hierarchy"":1,""territory_id"":152,""patch"":0},""position"":{""x"":-260.1,""y"":268.3,""z"":10.9},""ingame"":{""x"":16.3,""y"":26.9},""coordinates"":{""x"":16.479418945312,""y"":27.186743164062}}","16.3,26.9",[]
395a74407e599001fb7f6cfabb3f1f02ab3eb635,2016-12-20 22:01:45,0,Gathering,Mature Tree,30325,6,56,"{""map"":{""id"":6,""folder"":""f1f3\/00"",""path"":""f1f3\/f1f3.00.png"",""region"":23,""placename"":56,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":7,""hierarchy"":1,""territory_id"":153,""patch"":0},""position"":{""x"":-227.9,""y"":-24.6,""z"":9.4},""ingame"":{""x"":16.9,""y"":21},""coordinates"":{""x"":17.131909179688,""y"":21.251513671875}}","16.9,21",[]
397ef21adbcc880c056aee31d329f73f67d6e3da,2016-12-25 03:28:33,0,Gathering,Lush Vegetation Patch,30668,25,67,"{""map"":{""id"":25,""folder"":""l1f1\/01"",""path"":""l1f1\/l1f1.01.png"",""region"":26,""placename"":67,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":108,""hierarchy"":1,""territory_id"":156,""patch"":0},""position"":{""x"":476.5,""y"":-347.9,""z"":-15.6},""ingame"":{""x"":31,""y"":14.5},""coordinates"":{""x"":31.405639648438,""y"":14.700268554688}}","31,14.5",[]
39876b9851676db89f1c9dc0bb0e7b27def00c67,2016-12-25 03:27:38,0,Gathering,Unspoiled Rocky Outcrop,31015,25,67,"{""map"":{""id"":25,""folder"":""l1f1\/01"",""path"":""l1f1\/l1f1.01.png"",""region"":26,""placename"":67,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":108,""hierarchy"":1,""territory_id"":156,""patch"":0},""position"":{""x"":344.2,""y"":-451.3,""z"":-7},""ingame"":{""x"":28.4,""y"":12.5},""coordinates"":{""x"":28.724755859375,""y"":12.605004882813}}","28.4,12.5",[]
39895dbd75e9291e5ec0276bae8d66501448159f,2017-05-27 11:13:59,0,Gathering,Mineral Deposit,30415,20,42,"{""map"":{""id"":20,""folder"":""w1f1\/00"",""path"":""w1f1\/w1f1.00.png"",""region"":24,""placename"":42,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":40,""hierarchy"":1,""territory_id"":140,""patch"":0},""position"":{""x"":278.6,""y"":231.8,""z"":59.6},""ingame"":{""x"":27.1,""y"":26.1},""coordinates"":{""x"":27.395458984375,""y"":26.447119140625}}","27.1,26.1",[]
3989d4d8121f13cd943b27e4c2829b372401b2c8,2016-12-25 03:26:43,0,Gathering,Mature Tree,30667,25,67,"{""map"":{""id"":25,""folder"":""l1f1\/01"",""path"":""l1f1\/l1f1.01.png"",""region"":26,""placename"":67,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":108,""hierarchy"":1,""territory_id"":156,""patch"":0},""position"":{""x"":246.3,""y"":-534.6,""z"":-4.7},""ingame"":{""x"":26.4,""y"":10.8},""coordinates"":{""x"":26.740942382812,""y"":10.917041015625}}","26.4,10.8",[]
3997b877fd52509d1c315003e695bcf835c2cacb,2016-12-16 07:57:46,0,Gathering,Mature Tree,30593,17,32,"{""map"":{""id"":17,""folder"":""s1f3\/00"",""path"":""s1f3\/s1f3.00.png"",""region"":22,""placename"":32,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":76,""hierarchy"":1,""territory_id"":137,""patch"":0},""position"":{""x"":421.3,""y"":342.8,""z"":22.7},""ingame"":{""x"":29.9,""y"":28.4},""coordinates"":{""x"":30.287084960937,""y"":28.69638671875}}","29.9,28.4",[]
39995aca18ab6c465c479703fcb10f17133266c9,2016-12-25 23:17:34,0,Gathering,Mineral Deposit,30712,20,42,"{""map"":{""id"":20,""folder"":""w1f1\/00"",""path"":""w1f1\/w1f1.00.png"",""region"":24,""placename"":42,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":40,""hierarchy"":1,""territory_id"":140,""patch"":0},""position"":{""x"":102.5,""y"":241.9,""z"":54.5},""ingame"":{""x"":23.6,""y"":26.3},""coordinates"":{""x"":23.827026367188,""y"":26.651782226563}}","23.6,26.3",[]
